seq,aou,english,french,spanish,order,family,genus,species,sp.bbs,sci_name,GenLength
666,03731,Whiskered Screech-Owl,Petit-duc à moustaches,Megascops trichopsis,Strigiformes,Strigidae,Megascops,trichopsis,3731,Megascops trichopsis,2.804824262
669,03732,Western Screech-Owl,Petit-duc des montagnes,Megascops kennicottii,Strigiformes,Strigidae,Megascops,kennicottii,3732,Megascops kennicottii,3.55858021
670,03730,Eastern Screech-Owl,Petit-duc maculé,Megascops asio,Strigiformes,Strigidae,Megascops,asio,3730,Megascops asio,3.933060173
675,03750,Great Horned Owl,Grand-duc d'Amérique,Bubo virginianus,Strigiformes,Strigidae,Bubo,virginianus,3750,Bubo virginianus,7.580364415
676,03760,Snowy Owl,Harfang des neiges,Bubo scandiacus,Strigiformes,Strigidae,Bubo,scandiacus,3760,Bubo scandiacus,8.099700474
677,03770,Northern Hawk Owl,Chouette épervière,Surnia ulula,Strigiformes,Strigidae,Surnia,ulula,3770,Surnia ulula,3.258330764
678,03790,Northern Pygmy-Owl,Chevêchette naine,Glaucidium gnoma,Strigiformes,Strigidae,Glaucidium,gnoma,3790,Glaucidium gnoma,2.412193292
682,03800,Ferruginous Pygmy-Owl,Chevêchette brune,Glaucidium brasilianum,Strigiformes,Strigidae,Glaucidium,brasilianum,3800,Glaucidium brasilianum,2.930105264
683,03810,Elf Owl,Chevêchette des saguaros,Micrathene whitneyi,Strigiformes,Strigidae,Micrathene,whitneyi,3810,Micrathene whitneyi,2.606385289
684,03780,Burrowing Owl,Chevêche des terriers,Athene cunicularia,Strigiformes,Strigidae,Athene,cunicularia,3780,Athene cunicularia,3.059077808
687,03690,Spotted Owl,Chouette tachetée,Strix occidentalis,Strigiformes,Strigidae,Strix,occidentalis,3690,Strix occidentalis,6.652308631
688,03680,Barred Owl,Chouette rayée,Strix varia,Strigiformes,Strigidae,Strix,varia,3680,Strix varia,6.404935458
690,03700,Great Gray Owl,Chouette lapone,Strix nebulosa,Strigiformes,Strigidae,Strix,nebulosa,3700,Strix nebulosa,5.974684397
691,03660,Long-eared Owl,Hibou moyen-duc,Asio otus,Strigiformes,Strigidae,Asio,otus,3660,Asio otus,4.927442511
693,03670,Short-eared Owl,Hibou des marais,Asio flammeus,Strigiformes,Strigidae,Asio,flammeus,3670,Asio flammeus,3.982087093
695,03710,Boreal Owl,Nyctale de Tengmalm,Aegolius funereus,Strigiformes,Strigidae,Aegolius,funereus,3710,Aegolius funereus,4.116172628
696,03720,Northern Saw-whet Owl,Petite Nyctale,Aegolius acadicus,Strigiformes,Strigidae,Aegolius,acadicus,3720,Aegolius acadicus,2.61847962
703,03890,Elegant Trogon,Trogon élégant,Trogon elegans,Trogoniformes,Trogonidae,Trogon,elegans,3890,Trogon elegans,3.930487667
716,03901,Ringed Kingfisher,Martin-pêcheur à ventre roux,Megaceryle torquata,Coraciiformes,Alcedinidae,Megaceryle,torquata,3901,Megaceryle torquata,4.48502311
717,03900,Belted Kingfisher,Martin-pêcheur d'Amérique,Megaceryle alcyon,Coraciiformes,Alcedinidae,Megaceryle,alcyon,3900,Megaceryle alcyon,2.692133072
720,03910,Green Kingfisher,Martin-pêcheur vert,Chloroceryle americana,Coraciiformes,Alcedinidae,Chloroceryle,americana,3910,Chloroceryle americana,2.714784873
728,04080,Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,Piciformes,Picidae,Melanerpes,lewis,4080,Melanerpes lewis,2.232979572
729,04060,Red-headed Woodpecker,Pic à tête rouge,Melanerpes erythrocephalus,Piciformes,Picidae,Melanerpes,erythrocephalus,4060,Melanerpes erythrocephalus,2.651364715
730,04070,Acorn Woodpecker,Pic glandivore,Melanerpes formicivorus,Piciformes,Picidae,Melanerpes,formicivorus,4070,Melanerpes formicivorus,4.71306791
735,04110,Gila Woodpecker,Pic des saguaros,Melanerpes uropygialis,Piciformes,Picidae,Melanerpes,uropygialis,4110,Melanerpes uropygialis,2.646667733
736,04100,Golden-fronted Woodpecker,Pic à front doré,Melanerpes aurifrons,Piciformes,Picidae,Melanerpes,aurifrons,4100,Melanerpes aurifrons,2.595243572
737,04090,Red-bellied Woodpecker,Pic à ventre roux,Melanerpes carolinus,Piciformes,Picidae,Melanerpes,carolinus,4090,Melanerpes carolinus,2.670782129
738,04040,Williamson's Sapsucker,Pic de Williamson,Sphyrapicus thyroideus,Piciformes,Picidae,Sphyrapicus,thyroideus,4040,Sphyrapicus thyroideus,1.942203555
739,04020,Yellow-bellied Sapsucker,Pic maculé,Sphyrapicus varius,Piciformes,Picidae,Sphyrapicus,varius,4020,Sphyrapicus varius,2.039788041
740,04021,Red-naped Sapsucker,Pic à nuque rouge,Sphyrapicus nuchalis,Piciformes,Picidae,Sphyrapicus,nuchalis,4021,Sphyrapicus nuchalis,1.950032103
741,04030,Red-breasted Sapsucker,Pic à poitrine rouge,Sphyrapicus ruber,Piciformes,Picidae,Sphyrapicus,ruber,4030,Sphyrapicus ruber,1.881848945
742,04022,Sapsuckers (Yellow-bellied/Red-naped/Red-breasted/Williamson's),Pics buveur de sève (maculé/à nuque rouge/à poitrine rouge),Sphyrapicus sp.,Piciformes,Picidae,Sphyrapicus,sp.,4022,Sphyrapicus sp.,1.953468161
743,04010,American Three-toed Woodpecker,Pic à dos rayé,Picoides dorsalis,Piciformes,Picidae,Picoides,dorsalis,4010,Picoides dorsalis,3.07341632
744,04000,Black-backed Woodpecker,Pic à dos noir,Picoides arcticus,Piciformes,Picidae,Picoides,arcticus,4000,Picoides arcticus,3.350072462
746,03940,Downy Woodpecker,Pic mineur,Dryobates pubescens,Piciformes,Picidae,Dryobates,pubescens,3940,Dryobates pubescens,2.534501603
747,03970,Nuttall's Woodpecker,Pic de Nuttall,Dryobates nuttallii,Piciformes,Picidae,Dryobates,nuttallii,3970,Dryobates nuttallii,2.60174637
748,03960,Ladder-backed Woodpecker,Pic arlequin,Dryobates scalaris,Piciformes,Picidae,Dryobates,scalaris,3960,Dryobates scalaris,2.517709841
749,03950,Red-cockaded Woodpecker,Pic à face blanche,Dryobates borealis,Piciformes,Picidae,Dryobates,borealis,3950,Dryobates borealis,3.03043827
750,03930,Hairy Woodpecker,Pic chevelu,Dryobates villosus,Piciformes,Picidae,Dryobates,villosus,3930,Dryobates villosus,3.112775309
751,03990,White-headed Woodpecker,Pic à tête blanche,Dryobates albolarvatus,Piciformes,Picidae,Dryobates,albolarvatus,3990,Dryobates albolarvatus,2.593478519
753,03975,Arizona Woodpecker,Pic d'Arizona,Dryobates arizonae,Piciformes,Picidae,Dryobates,arizonae,3975,Dryobates arizonae,2.761360186
757,04123,Northern Flicker (all forms),Pic flamboyant (toutes les formes),Colaptes auratus,Piciformes,Picidae,Colaptes,auratus,4123,Colaptes auratus,2.701236365
758,04120,(Yellow-shafted Flicker) Northern Flicker,Pic flamboyant (groupe auratus),Colaptes auratus auratus,Piciformes,Picidae,Colaptes,auratus auratus,4120,Colaptes auratus auratus,2.701236365
759,04130,(Red-shafted Flicker) Northern Flicker,Pic flamboyant (groupe cafer),Colaptes auratus cafer,Piciformes,Picidae,Colaptes,auratus cafer,4130,Colaptes auratus cafer,2.701236365
760,04125,hybrid Northern Flicker (Red x Yellow-shafted),hybride Pic flamboyant (cafer x auratus),Colaptes auratus auratus x auratus cafer,Piciformes,Picidae,Colaptes,auratus auratus x auratus cafer,4125,Colaptes auratus auratus x auratus cafer,NA
761,04140,Gilded Flicker,Pic chrysoïde,Colaptes chrysoides,Piciformes,Picidae,Colaptes,chrysoides,4140,Colaptes chrysoides,3.274948209
764,04050,Pileated Woodpecker,Grand Pic,Dryocopus pileatus,Piciformes,Picidae,Dryocopus,pileatus,4050,Dryocopus pileatus,4.378856859
766,03920,unid. woodpecker,unid Pic sp.,Woodpecker sp.,Piciformes,Picidae,Woodpecker,sp.,3920,Woodpecker sp.,NA
771,03620,Crested Caracara,Caracara du Nord,Caracara cheriway,Falconiformes,Falconidae,Caracara,cheriway,3620,Caracara cheriway,8.225450423
773,03600,American Kestrel,Crécerelle d'Amérique,Falco sparverius,Falconiformes,Falconidae,Falco,sparverius,3600,Falco sparverius,3.029874828
775,03570,Merlin,Faucon émerillon,Falco columbarius,Falconiformes,Falconidae,Falco,columbarius,3570,Falco columbarius,3.176692949
777,03590,Aplomado Falcon,Faucon aplomado,Falco femoralis,Falconiformes,Falconidae,Falco,femoralis,3590,Falco femoralis,4.158521747
780,03540,Gyrfalcon,Faucon gerfaut,Falco rusticolus,Falconiformes,Falconidae,Falco,rusticolus,3540,Falco rusticolus,6.127488041
781,03560,Peregrine Falcon,Faucon pèlerin,Falco peregrinus,Falconiformes,Falconidae,Falco,peregrinus,3560,Falco peregrinus,5.712366517
782,03550,Prairie Falcon,Faucon des prairies,Falco mexicanus,Falconiformes,Falconidae,Falco,mexicanus,3550,Falco mexicanus,4.955306116
783,03824,Monk Parakeet,Conure veuve,Myiopsitta monachus,Psittaciformes,Psittacidae,Myiopsitta,monachus,3824,Myiopsitta monachus,5.477657609
786,51830,Nanday Parakeet,Conure nanday,Aratinga nenday,Psittaciformes,Psittacidae,Aratinga,nenday,51830,Aratinga nenday,3.825958896
800,03827,unid. White-winged / Yellow-chevroned Parakeet,Toui à ailes variées / Toui à ailes jaunes,Brotogeris versicolurus / chiriri,Psittaciformes,Psittacidae,Brotogeris,versicolurus / chiriri,3827,Brotogeris versicolurus / chiriri,NA
801,52021,Yellow-chevroned Parakeet,Toui à ailes jaunes,Brotogeris chiriri,Psittaciformes,Psittacidae,Brotogeris,chiriri,52021,Brotogeris chiriri,7.037671657
806,03826,Red-crowned Parrot,Amazone à joues vertes,Amazona viridigenalis,Psittaciformes,Psittacidae,Amazona,viridigenalis,3826,Amazona viridigenalis,10.24997758
813,03823,Rose-ringed Parakeet,Perruche à collier,Psittacula krameri,Psittaciformes,Psittaculidae,Psittacula,krameri,3823,Psittacula krameri,10.31522925
815,03822,Budgerigar,Perruche ondulée,Melopsittacus undulatus,Psittaciformes,Psittaculidae,Melopsittacus,undulatus,3822,Melopsittacus undulatus,3.852174375
860,04411,Rose-throated Becard,Bécarde à gorge rose,Pachyramphus aglaiae,Passeriformes,Tityridae,Pachyramphus,aglaiae,4411,Pachyramphus aglaiae,2.607869298
873,04720,Northern Beardless-Tyrannulet,Tyranneau imberbe,Camptostoma imberbe,Passeriformes,Tyrannidae,Camptostoma,imberbe,4720,Camptostoma imberbe,2.074777603
883,04550,Dusky-capped Flycatcher,Tyran olivâtre,Myiarchus tuberculifer,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,4550,Myiarchus tuberculifer,2.87880942
884,04540,Ash-throated Flycatcher,Tyran à gorge cendrée,Myiarchus cinerascens,Passeriformes,Tyrannidae,Myiarchus,cinerascens,4540,Myiarchus cinerascens,2.989367065
886,04520,Great Crested Flycatcher,Tyran huppé,Myiarchus crinitus,Passeriformes,Tyrannidae,Myiarchus,crinitus,4520,Myiarchus crinitus,3.336289418
887,04530,Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,4530,Myiarchus tyrannulus,3.281657418
890,04490,Great Kiskadee,Tyran quiquivi,Pitangus sulphuratus,Passeriformes,Tyrannidae,Pitangus,sulphuratus,4490,Pitangus sulphuratus,2.985169291
894,04510,Sulphur-bellied Flycatcher,Tyran tigré,Myiodynastes luteiventris,Passeriformes,Tyrannidae,Myiodynastes,luteiventris,4510,Myiodynastes luteiventris,2.9963369
898,04460,Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,Passeriformes,Tyrannidae,Tyrannus,melancholicus,4460,Tyrannus melancholicus,2.553791151
899,04461,Couch's Kingbird,Tyran de Couch,Tyrannus couchii,Passeriformes,Tyrannidae,Tyrannus,couchii,4461,Tyrannus couchii,2.638102132
900,04462,unid. Tropical Kingbird / Couch's Kingbird,unid Tyran mélancolique / Tyran de Couch,Tyrannus melancholicus / couchii,Passeriformes,Tyrannidae,Tyrannus,melancholicus / couchii,4462,Tyrannus melancholicus / couchii,NA
901,04480,Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,Passeriformes,Tyrannidae,Tyrannus,vociferans,4480,Tyrannus vociferans,2.724748003
902,04451,Thick-billed Kingbird,Tyran à bec épais,Tyrannus crassirostris,Passeriformes,Tyrannidae,Tyrannus,crassirostris,4451,Tyrannus crassirostris,2.839835302
903,04470,Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,Passeriformes,Tyrannidae,Tyrannus,verticalis,4470,Tyrannus verticalis,2.646492858
904,04447,unid. Cassin's Kingbird / Western Kingbird,unid Tyran de Cassin / Tyran de l'Ouest,Tyrannus vociferans / verticalis,Passeriformes,Tyrannidae,Tyrannus,vociferans / verticalis,4447,Tyrannus vociferans / verticalis,NA
905,04440,Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,Passeriformes,Tyrannidae,Tyrannus,tyrannus,4440,Tyrannus tyrannus,2.586855542
906,04450,Gray Kingbird,Tyran gris,Tyrannus dominicensis,Passeriformes,Tyrannidae,Tyrannus,dominicensis,4450,Tyrannus dominicensis,2.892699702
908,04430,Scissor-tailed Flycatcher,Tyran à longue queue,Tyrannus forficatus,Passeriformes,Tyrannidae,Tyrannus,forficatus,4430,Tyrannus forficatus,2.346737821
909,04420,Fork-tailed Flycatcher,Tyran des savanes,Tyrannus savana,Passeriformes,Tyrannidae,Tyrannus,savana,4420,Tyrannus savana,2.835616027
913,04590,Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,Passeriformes,Tyrannidae,Contopus,cooperi,4590,Contopus cooperi,3.212456282
914,04600,Greater Pewee,Moucherolle de Coues,Contopus pertinax,Passeriformes,Tyrannidae,Contopus,pertinax,4600,Contopus pertinax,2.728570636
915,04620,Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,Passeriformes,Tyrannidae,Contopus,sordidulus,4620,Contopus sordidulus,2.318320776
916,04610,Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,Passeriformes,Tyrannidae,Contopus,virens,4610,Contopus virens,2.33554447
919,04630,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,Passeriformes,Tyrannidae,Empidonax,flaviventris,4630,Empidonax flaviventris,1.993268327
920,04650,Acadian Flycatcher,Moucherolle vert,Empidonax virescens,Passeriformes,Tyrannidae,Empidonax,virescens,4650,Empidonax virescens,2.657902826
921,04661,Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,Passeriformes,Tyrannidae,Empidonax,alnorum,4661,Empidonax alnorum,2.162931103
922,04660,Willow Flycatcher,Moucherolle des saules,Empidonax traillii,Passeriformes,Tyrannidae,Empidonax,traillii,4660,Empidonax traillii,2.442111367
923,04665,Traill's Flycatcher (Alder/Willow),Moucherolle de Traill (des aulnes/ des saules),Empidonax alnorum / traillii,Passeriformes,Tyrannidae,Empidonax,alnorum / traillii,4665,Empidonax alnorum / traillii,2.302521235
925,04670,Least Flycatcher,Moucherolle tchébec,Empidonax minimus,Passeriformes,Tyrannidae,Empidonax,minimus,4670,Empidonax minimus,1.995003415
926,04680,Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,Passeriformes,Tyrannidae,Empidonax,hammondii,4680,Empidonax hammondii,1.968662931
927,04691,Gray Flycatcher,Moucherolle gris,Empidonax wrightii,Passeriformes,Tyrannidae,Empidonax,wrightii,4691,Empidonax wrightii,1.981054001
928,04690,Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,Passeriformes,Tyrannidae,Empidonax,oberholseri,4690,Empidonax oberholseri,2.13714676
929,04689,unid. Hammond's Flycatcher / Dusky Flycatcher,unid Moucherolle Hammond's / Moucherolle Dusky,Empidonax hammondii / oberholseri,Passeriformes,Tyrannidae,Empidonax,hammondii / oberholseri,4689,Empidonax hammondii / oberholseri,NA
931,04641,Pacific-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,Passeriformes,Tyrannidae,Empidonax,difficilis,4641,Empidonax difficilis,2.031465222
932,04640,Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,Passeriformes,Tyrannidae,Empidonax,occidentalis,4640,Empidonax occidentalis,1.95356427
933,04642,Western Flycatcher (Cordilleran/Pacific-slope),Moucherolle côtier (des ravins/ côtier),Empidonax difficilis / occidentalis,Passeriformes,Tyrannidae,Empidonax,difficilis / occidentalis,4642,Empidonax difficilis / occidentalis,1.992514746
935,04700,Buff-breasted Flycatcher,Moucherolle beige,Empidonax fulvifrons,Passeriformes,Tyrannidae,Empidonax,fulvifrons,4700,Empidonax fulvifrons,1.75199701
936,04679,unid. Empidonax flycatcher,unid Empidonax sp.,Empidonax sp.,Passeriformes,Tyrannidae,Empidonax,sp.,4679,Empidonax sp.,NA
937,04580,Black Phoebe,Moucherolle noir,Sayornis nigricans,Passeriformes,Tyrannidae,Sayornis,nigricans,4580,Sayornis nigricans,2.106409313
938,04560,Eastern Phoebe,Moucherolle phébi,Sayornis phoebe,Passeriformes,Tyrannidae,Sayornis,phoebe,4560,Sayornis phoebe,2.326197409
939,04570,Say's Phoebe,Moucherolle à ventre roux,Sayornis saya,Passeriformes,Tyrannidae,Sayornis,saya,4570,Sayornis saya,2.00366952
940,04710,Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,4710,Pyrocephalus rubinus,2.285797798
942,06220,Loggerhead Shrike,Pie-grièche migratrice,Lanius ludovicianus,Passeriformes,Laniidae,Lanius,ludovicianus,6220,Lanius ludovicianus,2.702084494
943,06210,Northern Shrike,Pie-grièche boréale,Lanius borealis,Passeriformes,Laniidae,Lanius,borealis,6210,Lanius borealis,1.919442
951,06300,Black-capped Vireo,Viréo à tête noire,Vireo atricapilla,Passeriformes,Vireonidae,Vireo,atricapilla,6300,Vireo atricapilla,2.563576795
953,06310,White-eyed Vireo,Viréo aux yeux blancs,Vireo griseus,Passeriformes,Vireonidae,Vireo,griseus,6310,Vireo griseus,2.409588172
958,06330,Bell's Vireo,Viréo de Bell,Vireo bellii,Passeriformes,Vireonidae,Vireo,bellii,6330,Vireo bellii,2.186976141
959,06340,Gray Vireo,Viréo gris,Vireo vicinior,Passeriformes,Vireonidae,Vireo,vicinior,6340,Vireo vicinior,2.17768724
960,06320,Hutton's Vireo,Viréo de Hutton,Vireo huttoni,Passeriformes,Vireonidae,Vireo,huttoni,6320,Vireo huttoni,2.776791813
961,06280,Yellow-throated Vireo,Viréo à gorge jaune,Vireo flavifrons,Passeriformes,Vireonidae,Vireo,flavifrons,6280,Vireo flavifrons,2.352781493
962,06291,Cassin's Vireo,Viréo de Cassin,Vireo cassinii,Passeriformes,Vireonidae,Vireo,cassinii,6291,Vireo cassinii,2.30111226
963,06290,Blue-headed Vireo,Viréo à tête bleue,Vireo solitarius,Passeriformes,Vireonidae,Vireo,solitarius,6290,Vireo solitarius,2.339618291
964,06295,Solitary Vireo (Blue-headed/Cassin's),Viréo à tête bleue (à tête bleue/de Cassin),Vireo cassinii / solitarius,Passeriformes,Vireonidae,Vireo,cassinii / solitarius,6295,Vireo cassinii / solitarius,2.3203652755
965,06292,Plumbeous Vireo,Viréo plombé,Vireo plumbeus,Passeriformes,Vireonidae,Vireo,plumbeus,6292,Vireo plumbeus,2.303455161
966,06296,unid. Plumbeous Vireo / Cassin's Vireo,unid Viréo plombé / Viréo de Cassin,Vireo plumbeus / cassinii,Passeriformes,Vireonidae,Vireo,plumbeus / cassinii,6296,Vireo plumbeus / cassinii,NA
967,06260,Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,Passeriformes,Vireonidae,Vireo,philadelphicus,6260,Vireo philadelphicus,2.255599547
968,06270,Warbling Vireo,Viréo mélodieux,Vireo gilvus,Passeriformes,Vireonidae,Vireo,gilvus,6270,Vireo gilvus,2.719934475
970,06240,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,Passeriformes,Vireonidae,Vireo,olivaceus,6240,Vireo olivaceus,2.589017783
972,06230,Black-whiskered Vireo,Viréo à moustaches,Vireo altiloquus,Passeriformes,Vireonidae,Vireo,altiloquus,6230,Vireo altiloquus,2.860394463
974,04840,Canada Jay,Mésangeai du Canada,Perisoreus canadensis,Passeriformes,Corvidae,Perisoreus,canadensis,4840,Perisoreus canadensis,3.668742765
983,04830,Green Jay,Geai vert,Cyanocorax yncas,Passeriformes,Corvidae,Cyanocorax,yncas,4830,Cyanocorax yncas,7.142998682
987,04920,Pinyon Jay,Geai des pinèdes,Gymnorhinus cyanocephalus,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus,4920,Gymnorhinus cyanocephalus,4.625597206
988,04780,Steller's Jay,Geai de Steller,Cyanocitta stelleri,Passeriformes,Corvidae,Cyanocitta,stelleri,4780,Cyanocitta stelleri,4.326749528
989,04770,Blue Jay,Geai bleu,Cyanocitta cristata,Passeriformes,Corvidae,Cyanocitta,cristata,4770,Cyanocitta cristata,5.15878621
990,04790,Florida Scrub-Jay,Geai à gorge blanche,Aphelocoma coerulescens,Passeriformes,Corvidae,Aphelocoma,coerulescens,4790,Aphelocoma coerulescens,5.175549526
991,04811,Island Scrub-Jay,Geai de Santa Cruz,Aphelocoma insularis,Passeriformes,Corvidae,Aphelocoma,insularis,4811,Aphelocoma insularis,4.745295137
992,04812,California Scrub-Jay,Geai buissonnier,Aphelocoma californica,Passeriformes,Corvidae,Aphelocoma,californica,4812,Aphelocoma californica,4.745295137
993,04813,Woodhouse's Scrub-Jay,Geai de Woodhouse,Aphelocoma woodhouseii,Passeriformes,Corvidae,Aphelocoma,woodhouseii,4813,Aphelocoma woodhouseii,4.745295137
994,04810,unid. California Scrub-Jay / Woodhouse's Scrub-Jay,unid Geai buissonnier / Geai de Woodhouse,Aphelocoma californica / woodhouseii,Passeriformes,Corvidae,Aphelocoma,californica / woodhouseii,4810,Aphelocoma californica / woodhouseii,NA
996,04820,Mexican Jay,Geai du Mexique,Aphelocoma wollweberi,Passeriformes,Corvidae,Aphelocoma,wollweberi,4820,Aphelocoma wollweberi,5.563176083
998,04910,Clark's Nutcracker,Cassenoix d'Amérique,Nucifraga columbiana,Passeriformes,Corvidae,Nucifraga,columbiana,4910,Nucifraga columbiana,4.395406084
999,04750,Black-billed Magpie,Pie d'Amérique,Pica hudsonia,Passeriformes,Corvidae,Pica,hudsonia,4750,Pica hudsonia,4.123549167
1000,04760,Yellow-billed Magpie,Pie à bec jaune,Pica nuttalli,Passeriformes,Corvidae,Pica,nuttalli,4760,Pica nuttalli,3.408051597
1002,04880,American Crow,Corneille d'Amérique,Corvus brachyrhynchos,Passeriformes,Corvidae,Corvus,brachyrhynchos,4880,Corvus brachyrhynchos,7.993566253
1003,04890,(Northwestern Crow) American Crow,Corneille d'Alaska,Corvus caurinus,Passeriformes,Corvidae,Corvus,caurinus,4890,Corvus caurinus,7.993566253
1006,04900,Fish Crow,Corneille de rivage,Corvus ossifragus,Passeriformes,Corvidae,Corvus,ossifragus,4900,Corvus ossifragus,5.21193923
1007,04881,unid. American Crow / Fish Crow,unid Corneille d'Amérique / Corneille de rivage,Corvus brachyrhynchos / ossifragus,Passeriformes,Corvidae,Corvus,brachyrhynchos / ossifragus,4881,Corvus brachyrhynchos / ossifragus,NA
1008,04882,unid. American Crow / Northwestern Crow,unid Corneille d'Amérique / Corneille d'Alaska,Corvus brachyrhynchos / caurinus,Passeriformes,Corvidae,Corvus,brachyrhynchos / caurinus,4882,Corvus brachyrhynchos / caurinus,NA
1009,04870,Chihuahuan Raven,Corbeau à cou blanc,Corvus cryptoleucus,Passeriformes,Corvidae,Corvus,cryptoleucus,4870,Corvus cryptoleucus,5.649748724
1010,04860,Common Raven,Grand Corbeau,Corvus corax,Passeriformes,Corvidae,Corvus,corax,4860,Corvus corax,7.464649592
1011,04865,unid. Chihuahuan Raven / Common Raven,unid Grand Corbeau / Corbeau à cou blanc,Corvus cryptoleucus / corax,Passeriformes,Corvidae,Corvus,cryptoleucus / corax,4865,Corvus cryptoleucus / corax,NA
1012,04730,Eurasian Skylark,Alouette des champs,Alauda arvensis,Passeriformes,Alaudidae,Alauda,arvensis,4730,Alauda arvensis,2.833403383
1013,04740,Horned Lark,Alouette hausse-col,Eremophila alpestris,Passeriformes,Alaudidae,Eremophila,alpestris,4740,Eremophila alpestris,3.042270207
1014,06160,Bank Swallow,Hirondelle de rivage,Riparia riparia,Passeriformes,Hirundinidae,Riparia,riparia,6160,Riparia riparia,2.279290105
1015,06140,Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,Passeriformes,Hirundinidae,Tachycineta,bicolor,6140,Tachycineta bicolor,2.574948263
1017,06150,Violet-green Swallow,Hirondelle à face blanche,Tachycineta thalassina,Passeriformes,Hirundinidae,Tachycineta,thalassina,6150,Tachycineta thalassina,2.255309784
1021,06170,Northern Rough-winged Swallow,Hirondelle à ailes hérissées,Stelgidopteryx serripennis,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,6170,Stelgidopteryx serripennis,2.026909388
1024,06110,Purple Martin,Hirondelle noire,Progne subis,Passeriformes,Hirundinidae,Progne,subis,6110,Progne subis,2.865840726
1029,06130,Barn Swallow,Hirondelle rustique,Hirundo rustica,Passeriformes,Hirundinidae,Hirundo,rustica,6130,Hirundo rustica,3.132150175
1031,06120,Cliff Swallow,Hirondelle à front blanc,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,6120,Petrochelidon pyrrhonota,2.563576795
1032,06121,Cave Swallow,Hirondelle à front brun,Petrochelidon fulva,Passeriformes,Hirundinidae,Petrochelidon,fulva,6121,Petrochelidon fulva,2.668670335
1033,06122,unid. Cave Swallow / Cliff Swallow,unid Hirondelle à front blanc / à front brun,Petrochelidon pyrrhonota / fulva,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota / fulva,6122,Petrochelidon pyrrhonota / fulva,NA
1034,07360,Carolina Chickadee,Mésange de Caroline,Poecile carolinensis,Passeriformes,Paridae,Poecile,carolinensis,7360,Poecile carolinensis,2.486529497
1035,07350,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,Passeriformes,Paridae,Poecile,atricapillus,7350,Poecile atricapillus,2.623277
1036,07380,Mountain Chickadee,Mésange de Gambel,Poecile gambeli,Passeriformes,Paridae,Poecile,gambeli,7380,Poecile gambeli,2.29350444
1037,07370,Mexican Chickadee,Mésange grise,Poecile sclateri,Passeriformes,Paridae,Poecile,sclateri,7370,Poecile sclateri,2.290191772
1038,07410,Chestnut-backed Chickadee,Mésange à dos marron,Poecile rufescens,Passeriformes,Paridae,Poecile,rufescens,7410,Poecile rufescens,2.208218433
1039,07400,Boreal Chickadee,Mésange à tête brune,Poecile hudsonicus,Passeriformes,Paridae,Poecile,hudsonicus,7400,Poecile hudsonicus,2.262583194
1041,07352,unid. Carolina Chickadee / Black-capped Chickadee,unid Mésange de Caroline / Mésange à tête noire,Poecile carolinensis / atricapillus,Passeriformes,Paridae,Poecile,carolinensis / atricapillus,7352,Poecile carolinensis / atricapillus,NA
1042,07353,unid. Black-capped Chickadee / Mountain Chickadee,unid Mésange à tête noire / Mésange de Gambel,Poecile atricapillus / gambeli,Passeriformes,Paridae,Poecile,atricapillus / gambeli,7353,Poecile atricapillus / gambeli,NA
1043,07354,unid. Black-capped Chickadee / Boreal Chickadee,unid Mésange à tête noire / Mésange à tête brune,Poecile atricapillus / hudsonicus,Passeriformes,Paridae,Poecile,atricapillus / hudsonicus,7354,Poecile atricapillus / hudsonicus,NA
1044,07351,unid. western chickadee species,unid Mésange sp. de l'Ouest,Poecile sp.,Passeriformes,Paridae,Poecile,sp.,7351,Poecile sp.,NA
